Word,uniqueID,defs_wordNet,n_synsets,rateGPTLaura,rateSandbox,ambigious_final,comment
chain,chain,"a series of things depending on each other as if linked together';; '(chemistry) a series of linked atoms (generally in an organic molecule)';; 'a series of (usually metal) rings or links fitted into one another to make a flexible ligament';; '(business) a number of similar establishments (stores or restaurants or banks or hotels or theaters) under one ownership';; 'anything that acts as a restraint';; 'a unit of length';; 'British biochemist (born in Germany) who isolated and purified penicillin, which had been discovered in 1928 by Sir Alexander Fleming (1906-1979)';; 'a series of hills or mountains';; 'a linked or connected series of objects';; 'a necklace made by a stringing objects together'",1,,0,2,necklace vs. chain of events
column,column,a line of units following one after another';; 'a vertical glass tube used in column chromatography; a mixture is poured in the top and washed through a stationary substance where components of the mixture are adsorbed selectively to form colored bands';; 'a vertical array of numbers or other information';; 'anything that approximates the shape of a column or tower';; 'an article giving opinions or perspectives';; 'a vertical cylindrical structure standing alone and not supporting anything (such as a monument)';; '(architecture) a tall vertical cylindrical structure standing upright and used to support a structure';; 'a page or text that is vertically divided';; 'any tubular or pillar-like supporting structure in the body',9,,0,2,news letter column vs. temple column
counter,counter,"table consisting of a horizontal surface over which business is transacted';; 'game equipment (as a piece of wood, plastic, or ivory) used for keeping a count or reserving a space in various card or board games';; 'a calculator that keeps a record of the number of times something happens';; 'a piece of furniture that stands at the side of a dining room; has shelves and drawers';; 'a person who counts things';; 'a quick reply to a question or remark (especially a witty or critical one)';; '(computer science) a register whose contents go through a regular series of states (usually states indicating consecutive integers)';; 'a piece of leather forming the back of a shoe or boot';; 'a return punch (especially by a boxer)'",9,,0,2,furniture vs. person. If we exclude person ist fine
crane,crane,United States writer (1871-1900)';;'United States poet (1899-1932)';;'a small constellation in the southern hemisphere near Phoenix';;'lifts and moves heavy objects; lifting tackle is suspended from a pivoted boom that rotates around a vertical axis';;'large long-necked wading bird of marshes and plains in many parts of the world',5,1,[1 0],2,bird vs. vehicle
crepe,crepe,paper with a crinkled texture; usually colored and used for decorations';;'small very thin pancake';;'a soft thin light fabric with a crinkled surface',3,,[0 1],2,paper vs. food
crown,crown,the Crown (or the reigning monarch) as the symbol of the power and authority of a monarchy';; 'the part of a tooth above the gum that is covered with enamel';; 'a wreath or garland worn on the head to signify victory';; 'an ornamental jeweled headdress signifying sovereignty';; 'the part of a hat (the vertex) that covers the crown of the head';; 'an English coin worth 5 shillings';; 'the upper branches and leaves of a tree or other plant';; 'the top or extreme point of something (usually a mountain or hill)';; 'the award given to the champion';; 'the top of the head';; '(dentistry) dental appliance consisting of an artificial crown for a broken or decayed tooth';; 'the center of a cambered road',12,,0,2,head cron more typical than  tooth crown?
fan,fan,a device for creating a current of air by movement of a surface or surfaces';;'an enthusiastic devotee of sports';;'an ardent follower and admirer',3,,[0 0],2,person
film,film,a form of entertainment that enacts a story by sound and a sequence of images giving the illusion of continuous movement';;'a medium that disseminates moving pictures';;'photographic material consisting of a base of celluloid covered with a photographic emulsion; used to make negatives or transparencies';;'a thin coating or layer';;'a thin sheet of (usually plastic and usually transparent) material used to wrap or cover things',5,,[1 1],2,
foot,foot,the part of the leg of a human being below the ankle joint';; 'a linear unit of length equal to 12 inches or a third of a yard';; 'the lower part of anything';; 'the pedal extremity of vertebrates other than human beings';; 'lowest support of a structure';; 'any of various organs of locomotion or attachment in invertebrates';; 'travel by walking';; 'a member of a surveillance team who works on foot or rides as a passenger';; 'an army unit consisting of soldiers who fight on foot';; '(prosody) a group of 2 or 3 syllables forming the basic unit of poetic rhythm';; 'a support resembling a pedal extremity',11,,0,0,body part vs. measure
football,football,any of various games played with a ball (round or oval) in which two teams try to kick or carry or propel the ball into each other\'s goal\';;\'the inflated oblong ball used in playing American football\',2,,[1 1],2,sports
frame,frame,"the framework for a pair of eyeglasses';; 'a single one of a series of still transparent pictures forming a cinema, television or video film';; 'alternative names for the body of a human being';; '(baseball) one of nine divisions of play during which each team has a turn at bat';; 'a single drawing in a comic_strip';; 'an application that divides the user's display into two or more windows that can be scrolled independently';; 'a system of assumptions and standards that sanction behavior and give it meaning';; 'the hard structure (bones and cartilages) that provides a frame for the body of an animal';; 'the internal supporting structure that gives an artifact its shape';; 'a framework that supports and protects a picture or a mirror';; 'one of the ten divisions into which bowling is divided'",11,,0,2,can be very diverse
game,game,a contest with rules to determine a winner';; 'a single play of a sport or other contest';; 'an amusement or pastime';; 'animal hunted for food or sport';; '(tennis) a division of play during which one player serves';; '(games) the score at a particular point or the score needed to win';; 'the flesh of wild animals that is used for food';; 'a secret scheme to do something (especially something underhand or illegal)';; 'the game equipment needed in order to play a particular game';; 'your occupation or line of work';; 'frivolous or trifling behavior',11,,0,2,can be physical or abstract
gondola,gondola,a low flat-bottomed freight car with fixed sides but no roof';;'long narrow flat-bottomed boat propelled by sculling; traditionally used on canals of Venice';;'the compartment that is suspended from an airship and that carries personnel and the cargo and the power plant',3,,[1 0],2,boat vs. mountain 
grain,grain,"a relatively small granular particle of a substance';; 'foodstuff prepared from the starchy grains of cereal grasses';; 'the side of leather from which the hair has been removed';; 'a weight unit used for pearls or diamonds: 50 mg or 1/4 carat';; '1/60 dram; equals an avoirdupois grain or 64.799 milligrams';; '1/7000 pound; equals a troy grain or 64.799 milligrams';; 'dry seed-like fruit produced by the cereal grasses: e.g. wheat, barley, Indian corn';; 'a cereal grass';; 'the smallest possible unit of anything';; 'the direction, texture, or pattern of fibers found in wood or leather or stone or in a woven fabric';; 'the physical composition of something (especially with respect to the size and shape of the small constituents of a substance)'",11,,0,2,wheate grains vs small things
